
--- NEW BENCHMARK RUN ---

CPU | FPS | Dropped | Memory (MB) | Timestamp
---
1.2 | 1 | 0 | 46.79747009277344 | 304955.5730905834
16.9 | 2 | 0 | 46.76622009277344 | 304955.5985484584
16.9 | 3 | 0 | 46.76622009277344 | 304955.61521891673
16.9 | 4 | 0 | 46.76622009277344 | 304955.6382299584
16.9 | 5 | 0 | 46.76622009277344 | 304955.65487737505
16.9 | 6 | 0 | 46.76622009277344 | 304955.67152479175
16.9 | 7 | 0 | 46.76622009277344 | 304955.6881722084
16.9 | 8 | 0 | 46.76622009277344 | 304955.70481962507
10.8 | 9 | 0 | 46.76622009277344 | 304955.72146704176
10.8 | 10 | 0 | 46.76622009277344 | 304955.7381144584
10.8 | 11 | 0 | 46.76622009277344 | 304955.7547618751
10.8 | 12 | 0 | 46.76622009277344 | 304955.7714092917
10.8 | 13 | 0 | 46.76622009277344 | 304955.7880567084
10.8 | 14 | 0 | 46.76622009277344 | 304955.80470412504
10.8 | 15 | 0 | 46.76622009277344 | 304955.82135154173
7.1 | 16 | 0 | 46.76622009277344 | 304955.8379989584
7.1 | 17 | 0 | 46.76622009277344 | 304955.85464637505
7.1 | 18 | 0 | 46.76622009277344 | 304955.87129379174
7.1 | 19 | 0 | 46.76622009277344 | 304955.8879412084
7.1 | 20 | 0 | 46.76622009277344 | 304955.90458862507
7.1 | 21 | 0 | 46.79747009277344 | 304955.92123604176
7.1 | 22 | 0 | 46.79747009277344 | 304955.9378834584
7.1 | 23 | 0 | 46.79747009277344 | 304955.9545308751
6.299999999999999 | 24 | 0 | 46.79747009277344 | 304955.9711782917
6.299999999999999 | 25 | 0 | 46.79747009277344 | 304955.9878257084
6.299999999999999 | 26 | 0 | 46.79747009277344 | 304956.00447312504
6.299999999999999 | 27 | 0 | 46.79747009277344 | 304956.0211205417
6.299999999999999 | 28 | 0 | 46.79747009277344 | 304956.0377679584
6.299999999999999 | 29 | 0 | 46.79747009277344 | 304956.05441537505
6.299999999999999 | 30 | 0 | 46.79747009277344 | 304956.07106279174
6.299999999999999 | 31 | 0 | 46.79747009277344 | 304956.0877102084
4.499999999999999 | 32 | 0 | 46.79747009277344 | 304956.10435762507
4.499999999999999 | 33 | 0 | 46.79747009277344 | 304956.12100504176
4.499999999999999 | 34 | 0 | 46.79747009277344 | 304956.1376524584
4.499999999999999 | 35 | 0 | 46.79747009277344 | 304956.1542998751
4.499999999999999 | 36 | 0 | 46.79747009277344 | 304956.1709472917
4.499999999999999 | 37 | 0 | 46.79747009277344 | 304956.1875947084
4.499999999999999 | 38 | 0 | 46.79747009277344 | 304956.2042421251
4.499999999999999 | 39 | 0 | 46.79747009277344 | 304956.2208895417
3.2 | 40 | 0 | 46.79747009277344 | 304956.2375369584
3.2 | 41 | 0 | 46.79747009277344 | 304956.25418437505
3.2 | 42 | 0 | 46.79747009277344 | 304956.27083179174
3.2 | 43 | 0 | 46.79747009277344 | 304956.2874792084
3.2 | 44 | 0 | 46.79747009277344 | 304956.30412662507
3.2 | 45 | 0 | 46.79747009277344 | 304956.32077404176
3.2 | 46 | 0 | 46.81309509277344 | 304956.3374214584
3.9 | 47 | 0 | 46.81309509277344 | 304956.3540688751
3.9 | 48 | 0 | 46.81309509277344 | 304956.3707162917
3.9 | 49 | 0 | 46.64122009277344 | 304956.3873637084
3.9 | 50 | 0 | 46.64122009277344 | 304956.4043907084
3.9 | 51 | 0 | 46.64122009277344 | 304956.4210460001
3.9 | 52 | 0 | 46.64122009277344 | 304956.43770129175
3.9 | 53 | 0 | 46.64122009277344 | 304956.4543565834
3.9 | 54 | 0 | 46.64122009277344 | 304956.4710118751
7.3 | 55 | 0 | 64.14122009277344 | 304956.48766716674
7.3 | 56 | 0 | 64.14122009277344 | 304956.5043224584
7.3 | 57 | 0 | 64.14122009277344 | 304956.5209777501
7.3 | 58 | 0 | 64.14122009277344 | 304956.53763304173
7.3 | 59 | 0 | 64.14122009277344 | 304956.5542883334
7.3 | 60 | 0 | 64.14122009277344 | 304956.5711100834
7.3 | 60 | 0 | 64.14122009277344 | 304956.5877783334
10.200000000000001 | 60 | 0 | 64.15684509277344 | 304956.6044465834
10.200000000000001 | 60 | 0 | 64.15684509277344 | 304956.6211148334
10.200000000000001 | 60 | 0 | 64.15684509277344 | 304956.6377830834
10.200000000000001 | 60 | 0 | 64.15684509277344 | 304956.6544513334
10.200000000000001 | 60 | 0 | 64.15684509277344 | 304956.6711195834
10.200000000000001 | 60 | 0 | 64.15684509277344 | 304956.6877878334
10.200000000000001 | 60 | 0 | 64.15684509277344 | 304956.7044560834
10.200000000000001 | 60 | 0 | 64.15684509277344 | 304956.7211243334
8.299999999999999 | 60 | 0 | 64.15684509277344 | 304956.7377925834
8.299999999999999 | 60 | 0 | 64.15684509277344 | 304956.7544608334
8.299999999999999 | 60 | 0 | 64.15684509277344 | 304956.7711290834
8.299999999999999 | 60 | 0 | 64.15684509277344 | 304956.7877973334
8.299999999999999 | 60 | 0 | 64.15684509277344 | 304956.8044655834
8.299999999999999 | 60 | 0 | 64.15684509277344 | 304956.8211338334
8.299999999999999 | 60 | 0 | 64.15684509277344 | 304956.8378020834
7.8999999999999995 | 60 | 0 | 64.15684509277344 | 304956.8544703334
7.8999999999999995 | 60 | 0 | 64.15684509277344 | 304956.8711385834
7.8999999999999995 | 60 | 0 | 81.64122009277344 | 304956.8878068334
7.8999999999999995 | 60 | 0 | 81.64122009277344 | 304956.9044750834
7.8999999999999995 | 60 | 0 | 81.64122009277344 | 304956.9211433334
