
--- NEW BENCHMARK RUN ---

CPU | FPS | Dropped | Memory (MB) | Timestamp
---
0.2 | 1 | 0 | 55.56309509277344 | 308744.7790152917
22.3 | 2 | 0 | 103.64128875732422 | 308744.79569304176
22.3 | 3 | 3 | 112.70378875732422 | 308744.8772362917
22.3 | 4 | 0 | 112.87566375732422 | 308744.8958939167
22.3 | 5 | 0 | 114.11003875732422 | 308744.91257204174
48.2 | 6 | 0 | 114.48503875732422 | 308744.92925016675
48.2 | 7 | 0 | 114.48503875732422 | 308744.9459282917
48.2 | 8 | 0 | 115.42253875732422 | 308744.9626064167
48.2 | 9 | 0 | 115.34441375732422 | 308744.97928454174
48.2 | 10 | 0 | 115.95378875732422 | 308744.9960995834
48.2 | 11 | 0 | 116.40691375732422 | 308745.0127780417
48.2 | 12 | 0 | 116.40691375732422 | 308745.0294565001
48.2 | 13 | 0 | 116.14128875732422 | 308745.0461349584
59.10000000000001 | 14 | 0 | 116.12566375732422 | 308745.0628134167
59.10000000000001 | 15 | 0 | 116.12566375732422 | 308745.0794918751
59.10000000000001 | 16 | 0 | 116.12566375732422 | 308745.0961703334
59.10000000000001 | 17 | 0 | 116.12566375732422 | 308745.11284879176
59.10000000000001 | 18 | 0 | 116.56316375732422 | 308745.1295272501
59.10000000000001 | 19 | 0 | 116.56316375732422 | 308745.1462057084
59.10000000000001 | 20 | 0 | 116.67253875732422 | 308745.1630154584
70.80000000000001 | 21 | 0 | 116.67253875732422 | 308745.1796942917
70.80000000000001 | 22 | 0 | 116.67253875732422 | 308745.1963731251
70.80000000000001 | 23 | 0 | 116.71941375732422 | 308745.2130519584
70.80000000000001 | 24 | 0 | 116.67253875732422 | 308745.22973079176
70.80000000000001 | 25 | 0 | 116.57878875732422 | 308745.24640962505
70.80000000000001 | 26 | 1 | 116.57878875732422 | 308745.29023979174
68.89999999999999 | 27 | 0 | 116.57878875732422 | 308745.3132600834
68.89999999999999 | 28 | 0 | 116.57878875732422 | 308745.32993929175
68.89999999999999 | 29 | 0 | 116.61003875732422 | 308745.3466185001
68.89999999999999 | 30 | 1 | 116.57878875732422 | 308745.3799769167
68.89999999999999 | 31 | 0 | 116.57878875732422 | 308745.3966561251
68.89999999999999 | 32 | 0 | 116.59441375732422 | 308745.4133353334
76.79999999999998 | 33 | 0 | 116.59441375732422 | 308745.4301494584
76.79999999999998 | 34 | 0 | 116.59441375732422 | 308745.44682904176
76.79999999999998 | 35 | 0 | 116.84441375732422 | 308745.46350862505
76.79999999999998 | 36 | 0 | 116.84441375732422 | 308745.4801882084
76.79999999999998 | 37 | 0 | 116.84441375732422 | 308745.49686779175
76.79999999999998 | 38 | 0 | 116.84441375732422 | 308745.51354737504
76.79999999999998 | 39 | 0 | 116.84441375732422 | 308745.5302269584
