
--- NEW BENCHMARK RUN ---

CPU | FPS | Dropped | Memory (MB) | Timestamp
---
4.8 | 1 | 0 | 11.156845092773438 | 308905.10709179175
23.700000000000003 | 2 | 3 | 16.90686798095703 | 308905.1768046251
23.700000000000003 | 3 | 0 | 16.90686798095703 | 308905.19039679173
23.700000000000003 | 4 | 0 | 16.87561798095703 | 308905.20705779176
23.700000000000003 | 5 | 0 | 16.71936798095703 | 308905.22371879173
23.700000000000003 | 6 | 0 | 16.70374298095703 | 308905.2403797917
23.700000000000003 | 7 | 0 | 16.70374298095703 | 308905.25704079174
23.700000000000003 | 8 | 0 | 16.70374298095703 | 308905.2737017917
28.900000000000006 | 9 | 0 | 16.70374298095703 | 308905.29036279174
28.900000000000006 | 10 | 0 | 16.67249298095703 | 308905.3070237917
28.900000000000006 | 11 | 0 | 16.67249298095703 | 308905.32368479174
28.900000000000006 | 12 | 0 | 16.67249298095703 | 308905.3403457917
28.900000000000006 | 13 | 0 | 16.67249298095703 | 308905.35700679175
28.900000000000006 | 14 | 0 | 16.67249298095703 | 308905.3736677917
28.900000000000006 | 15 | 0 | 16.67249298095703 | 308905.39032879175
28.900000000000006 | 16 | 0 | 16.67249298095703 | 308905.4069897917
31.9 | 17 | 0 | 16.67249298095703 | 308905.4238092084
31.9 | 18 | 0 | 16.67249298095703 | 308905.4404817084
31.9 | 19 | 0 | 16.67249298095703 | 308905.4571542084
31.9 | 20 | 0 | 16.67249298095703 | 308905.4738267084
31.9 | 21 | 0 | 16.67249298095703 | 308905.4904992084
31.9 | 22 | 0 | 16.67249298095703 | 308905.5071717084
31.9 | 23 | 0 | 16.67249298095703 | 308905.5238442084
32.300000000000004 | 24 | 0 | 16.67249298095703 | 308905.5405167084
32.300000000000004 | 25 | 0 | 16.67249298095703 | 308905.5571892084
32.300000000000004 | 26 | 0 | 16.67249298095703 | 308905.5738617084
32.300000000000004 | 27 | 0 | 16.67249298095703 | 308905.5905342084
32.300000000000004 | 28 | 0 | 16.67249298095703 | 308905.6072067084
32.300000000000004 | 29 | 0 | 16.67249298095703 | 308905.6238792084
32.300000000000004 | 30 | 0 | 16.67249298095703 | 308905.6405517084
32.300000000000004 | 31 | 0 | 16.67249298095703 | 308905.6572242084
34.00000000000001 | 32 | 0 | 16.67249298095703 | 308905.6738967084
34.00000000000001 | 33 | 0 | 16.67249298095703 | 308905.6905692084
34.00000000000001 | 34 | 0 | 16.67249298095703 | 308905.7072417084
34.00000000000001 | 35 | 0 | 16.67249298095703 | 308905.7239142084
34.00000000000001 | 36 | 0 | 16.67249298095703 | 308905.7405867084
34.00000000000001 | 37 | 0 | 16.67249298095703 | 308905.7572592084
34.00000000000001 | 38 | 0 | 16.67249298095703 | 308905.7739317084
33.1 | 39 | 0 | 16.67249298095703 | 308905.7906042084
33.1 | 40 | 0 | 16.67249298095703 | 308905.8072767084
33.1 | 41 | 0 | 16.67249298095703 | 308905.8239492084
